adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
False,,0,"[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]",,321974,tt3707114,en,Janis: Little Girl Blue,"Musician Cat Power narrates this documentary on Janis Joplin's evolution into a star from letters that Joplin wrote over the years to her friends, family, and collaborators.",2.726411,/qosDLnAcHRAUjgmZIU0c1ktEhx2.jpg,"[{'name': 'Jigsaw Productions', 'id': 2740}, {'name': 'Disarming Films', 'id': 2742}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-09-09,0.0,106.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Janis: Little Girl Blue,False,7.5,56.0
False,,1500000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,68472,tt1788383,en,House of the Rising Sun,"Ray, an ex-cop, is starting a new life looking to stay out of trouble. One evening, on Ray's watch, the nightclub he works for is robbed and the owner's son is shot dead. As his criminal past is exposed Ray hunts for the person responsible for this crime in an effort to clear his own name. Ray must get to the bottom of this as both the mob and cops start to close in on him as their target suspect.",2.726267,/mme4WFIa9gGKgjqOdGAGjDCGUYT.jpg,"[{'name': 'Berkshire Axis Media', 'id': 21572}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2011-07-19,0.0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,They took his badge. He kept the gun.,House of the Rising Sun,False,4.2,19.0
False,,10000000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 37, 'name': 'Western'}]",http://gunless.ca/,43090,tt1376195,en,Gunless,"A quiet and peaceful community in the Dominion of Canada is shaken up by the arrival of a wounded and stinky gun-toting American cowboy, simply known as The Montana Kid, wanted for the alleged killing of seven men. A subsequent clarification reveals that his real name is Sean Rafferty, and he admits to killing, not seven, but eleven men. Things only get worse after Sean gets in the bad books of the local militia, and with armed bounty hunters hot on his trail, challenges the local unarmed blacksmith, Jack Smith, to a duel - wild west style! Written by rAjOo",2.726078,/kDf7k1SmsLFS4ISkPs5SDTtdkba.jpg,"[{'name': 'Rhombus Media', 'id': 164}, {'name': 'Téléfilm Canada', 'id': 806}, {'name': 'The Harold Greenberg Fund', 'id': 807}, {'name': 'Brightlight Pictures', 'id': 1063}, {'name': 'Alliance Films', 'id': 2514}, {'name': 'Astral Media', 'id': 2743}, {'name': 'Corus Entertainment', 'id': 11550}, {'name': 'Gunless Productions', 'id': 21974}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",2010-04-30,0.0,89.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Fastest draw in the North... kinda.,Gunless,False,6.7,27.0
False,"{'id': 173344, 'name': 'Qatsi Collection', 'poster_path': '/AlE6QJc87zH5vYw6AI779ywRZG6.jpg', 'backdrop_path': '/2pRLc3z0jE1WkFJLCZyITtYjo08.jpg'}",2500000,"[{'id': 99, 'name': 'Documentary'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",,24348,tt0095895,en,Powaqqatsi,An exploration of technologically developing nations and the effect the transition to Western-style modernization has had on them.,2.726061,/zu0UiW8K5bu8kKrXzJqFt4R7GkS.jpg,"[{'name': 'IRE Productions', 'id': 16644}, {'name': 'Santa Fe Institute for Regional Education', 'id': 16645}, {'name': 'Canon Productions', 'id': 78455}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1988-04-29,589244.0,99.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,,Powaqqatsi,False,7.4,37.0
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,18499,tt0090985,fr,Le déclin de l'empire américain,"Four very different Montreal university teachers gather at a rambling country house to prepare a dinner. Remy (married), Claude (a homosexual), Pierre (involved with a girlfriend) and Alain (a bachelor) discuss sex, the female body and their affairs with them. Meanwhile, their four female guests, Louise (Remy's wife of 15 years), Dominique (a spinster), Diane (a divorcée) and Danielle (Pierre's girlfriend) are spending the time at a downtown health gym. They also discuss sex, the female body and, naturally, men. Later in the evening, they finally meet at the country house and have dinner. A ninth guest, named Mario, who used to know Diane, drops in on the group for some talk and has a surprise of his own.",2.725818,/tz5D6abgphQmjgv3zWvzkTK2OgV.jpg,"[{'name': 'Corporation Image M & M', 'id': 3497}, {'name': 'Societe Radio Cinema', 'id': 3499}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",1986-06-19,0.0,101.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,The Decline of the American Empire,False,6.8,21.0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,31325,tt0464828,en,Quand j'étais chanteur,Alain Moreau sings for one of the few remaining dance-bands in Clermont-Ferrand. Though something of an idol amongst his female audience he has a melancholic awareness of the slow disappearance of that audience and of his advancing years. He is completely knocked off balance when he meets strikingly attractive and much younger businesswoman Marion. She seems distant and apparently otherwise involved but soon shows quiet signs of reciprocating his interest.,2.725556,/6hUKIkYQkiCXWeL8TZ1G4iaGbGY.jpg,[],"[{'iso_3166_1': 'FR', 'name': 'France'}]",2006-09-13,0.0,112.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,The Singer,False,5.7,19.0
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,33491,tt0174330,fr,Vénus beauté (institut),"Madam Nadine manages with pride the ""Vénus beauté"" Salon which offers relaxation, massage and make-up services. The owner and her three beauticians: Samantha, Marianne and Angèle are pros. Contrary to her friend Marianne, who still dreams of the big day, Angèle no longer believes in love. Marie, the youngest of the three employees, discovers love in the hands of a sixty year-old former pilot, who risks everything...",2.725499,/e77YFL7I9md7xxfdFBrusqa6D9E.jpg,"[{'name': 'Canal+', 'id': 5358}, {'name': 'Agat Films & Cie', 'id': 6519}, {'name': 'Arte France Cinéma', 'id': 6916}, {'name': 'Tabo Tabo Films', 'id': 15614}, {'name': 'Centre National de la Cinématographie (CNC)', 'id': 18367}, {'name': 'Sofinergie 4', 'id': 28670}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",1999-02-03,0.0,105.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,"Welcome to the Venus Beauty Institute where love, innocence and sex are a sight to behold.",Venus Beauty Institute,False,5.4,19.0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",,50326,tt0110068,en,How The West Was Fun,"Twins Suzy and Jessica visit granny Natty's dude ranch in the Wild West. The ranch has too few paying visitors and granny may have to sell the ranch to evil developer Bart unless ""somebody"" can help her. The twins also find the diary of their deceased mother.",2.725497,/x7Kkp6ZXMSeKMYqTgh81eBTuMKS.jpg,"[{'name': 'Green/Epstein Productions', 'id': 1192}, {'name': 'Warner Bros. Television', 'id': 1957}, {'name': 'American Broadcasting Company (ABC)', 'id': 3065}, {'name': 'Dualstar Productions', 'id': 6130}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",1994-11-19,0.0,96.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,How The West Was Fun,False,4.6,13.0
False,,0,"[{'id': 18, 'name': 'Drama'}]",,244260,tt3125220,en,Little Accidents,"In a small American coal town living in the shadow of a recent mining accident, the disappearance of a teenage boy draws three people together—a surviving miner, the lonely wife of a mine executive, and a local boy—in a web of secrets.",2.725411,/gQ1YO5dvq5QKs70yja2tYuQDf9L.jpg,"[{'name': 'MindSmack Productions', 'id': 41639}, {'name': 'Archer Gray', 'id': 41640}, {'name': 'Maiden Voyage Pictures', 'id': 41641}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-01-16,0.0,105.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The truth is rarely pure and never simple.,Little Accidents,False,5.2,28.0
False,,10000000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",http://www.bacfilms.com/site/nipournicontre/,11958,tt0298082,fr,"Ni pour, ni contre (bien au contraire)","""Ni Pour, Ni Contre"" tracks the fall of a young TV camerawoman, Caty, after she becomes involved with a group of petty criminals and their enigmatic leader, Jean. The gang lives hand-to-mouth until the day Jean plans a daring bank robbery. Although other gang members feel out of their league, Jean persuades them to take part and Caty finds herself in a hellish world of betrayal, violence and murder.",2.725099,/dUlsv9EaUnq3SnIyJHMM9ekOaNd.jpg,"[{'name': 'M6 Films', 'id': 1115}, {'name': 'Vertigo Productions', 'id': 2756}, {'name': 'TPS Star', 'id': 6586}, {'name': 'Ce Qui Me Meut Motion Pictures', 'id': 10572}, {'name': 'M6', 'id': 11261}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",2003-03-05,0.0,111.0,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,The wrong path is often the best.,"Not For, or Against (Quite the Contrary)",False,5.7,21.0
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",,18658,tt0109443,en,Clean Slate,"Pogue is a private eye with a problem: every morning when he wakes up, he has total amnesia, waking up with a 'blank slate'. Since he is in the middle of a hot investigation and has a developing romance, this is less than convenient.",2.724621,/kAYsvQvBVshLHGTIDGHcj9jTJq0.jpg,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-05-06,7355425.0,107.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Clean Slate,False,5.7,25.0
False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",,20164,tt0323551,fi,Pahat pojat,"The story bases on four Finnish brothers, nicknamed 'the Eura Daltons' who received nation-wide notoriety for tearing gas pumps apart when they needed cash. The cast is an impressive one: the brothers are portrayed by Peter Franzen, Lauri Nurkse, Niko Saarela and Jasper Pääkkönen while their really evil father is played by Vesa-Matti Loiri, one of the grand old men of Finnish cinema.",2.72426,/45wrWu5cydr43Zf5iqKCNsIUax8.jpg,"[{'name': 'Solar Films inc.', 'id': 6339}]","[{'iso_3166_1': 'FI', 'name': 'Finland'}]",2003-01-17,0.0,120.0,"[{'iso_639_1': 'fi', 'name': 'suomi'}]",Released,A True Story,Bad Boys,False,5.8,16.0
False,,0,"[{'id': 18, 'name': 'Drama'}]",,22477,tt0093940,en,September,"At a summer house in Vermont, neighbor Howard falls in love with Lane, who's in a relationship with Peter, who's falling for Stephanie, who's married with children.",2.724242,/srKxCMQoRVSOpX7u59kYL1hVhKe.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1987-01-01,0.0,82.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,September,False,6.3,40.0
False,,0,"[{'id': 99, 'name': 'Documentary'}]",http://www.schneppzone.com/supermanlives/,279144,tt2753778,en,"The Death of ""Superman Lives"": What Happened?","The Death of 'Superman Lives': What Happened? feature film documents the process of development of the ill fated ""Superman Lives"" movie, that was to be directed by Tim Burton and star Nicolas Cage as the man of steel himself, Superman. The project went through years of development before the plug was pulled, and this documentary interviews the major players: Kevin Smith, Tim Burton, Jon Peters, Dan Gilroy, Colleen Atwood, Lorenzo di Bonaventura and many many more.",2.72378,/ssAKVvGKBbgg61ftVbkzHrXQcVX.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-05-01,0.0,105.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,"The Death of ""Superman Lives"": What Happened?",False,6.7,49.0
False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",http://www.eunwe-movie.kr/index.htm,199584,tt2967578,ko,은밀하게 위대하게,"As a North Korean sleeper cell agent, Ryu-han infiltrates the South and assumes the role of a village idiot in a rural town. He observes the townsfolk and waits patiently for his mission. One day, after 2 years of playing the role of the village idiot, fellow elite spies Hae-rang, posed as a rock star and Hae-jin, posed as an ordinary student, are dispatched to the same town as Ryu-han. He helps the other two spies settle in and teach them how to adjust in the South. There is a sudden drastic political power shift in the North and all three spies receive an urgent and ultimate mission.",2.723672,/fsbXB24UjXgOF7uzG7QJkhlotbW.jpg,"[{'name': 'Showbox/Mediaplex', 'id': 10923}, {'name': 'MCMC', 'id': 15974}, {'name': 'keyeast', 'id': 15975}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2013-06-05,0.0,124.0,"[{'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,,"Secretly, Greatly",False,7.0,53.0
False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",,33055,tt0091575,en,Murphy's Law,A tough police detective escapes from custody handcuffed to a foul-mouthed car thief after being framed for the murder of his ex-wife. He must now find the real killer and prove his innocence.,2.722264,/yVPcChKZgVkjjBPqJlfxBRLTvga.jpg,"[{'name': 'Golan-Globus', 'id': 1445}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1986-04-18,0.0,100.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,"He's a cop, She's a thief, together they're running for their lives",Murphy's Law,False,6.1,19.0
False,"{'id': 478628, 'name': 'Sherlock Holmes (1939 series)', 'poster_path': '/vjERITzfag3OJM6QXjZO6H7Ai3s.jpg', 'backdrop_path': '/uuk6Gja81opjfmA7MN3WsOdtMYf.jpg'}",0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",,27118,tt0031448,en,The Hound of the Baskervilles,On his uncle's death Sir Henry Baskerville returns from abroad and opens up the ancestral hall on the desolate moors of Devonshire. Holmes uncovers a plot to have Sir Henry murdered by a terrible trained hound. First casting of Rathbone and Bruce as Holmes and Watson.,2.722222,/v1hSYSF3FHOrqXqihorptQmgUct.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1939-03-31,0.0,80.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,The Hound of the Baskervilles,False,7.3,45.0
False,,0,"[{'id': 18, 'name': 'Drama'}]",http://www.ssanghwa.co.kr/,17903,tt1155053,ko,쌍화점,"A historical drama set in the Koryo dynasty and focused on the relationship between a king and his bodyguard.  Under the dominance of Yuan Dynasty China, the king of Goryeo Dynasty Korea is pressured to produce a successor to the throne. Unable to make love to his queen because he is in love with his bodyguard, Hong Lim, the king asks the two of them to sleep together instead. This sexual contact formulates a forbidden love between Hong Lim and the Queen.",2.722097,/9W86xM1vrBrWjbK7zJQfwZslu0i.jpg,"[{'name': 'Opus Pictures', 'id': 7270}, {'name': 'Showbox Entertainment', 'id': 11420}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2008-12-30,0.0,133.0,"[{'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,"For His Last Love, Fate Led Him To Betray His First Love.",A Frozen Flower,False,7.2,35.0
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,55165,tt1686313,sv,I rymden finns inga känslor,"Simon has Asperger's syndrome and doesn't like changes in his life. He lives with his big brother Sam and Sam's girlfriend Frida. When Frida can't stand having to adapt to Simon's peculiarities anymore she takes off, leaving Simon with having to find a new, perfect, girlfriend for his brother.",2.721449,/qXvFvOqEEbb0m4k64rcvvv9c6z9.jpg,"[{'name': 'Filmlance International AB', 'id': 2669}, {'name': 'Sonet Film AB', 'id': 7937}, {'name': 'Naive AB', 'id': 14450}]","[{'iso_3166_1': 'SE', 'name': 'Sweden'}]",2010-09-03,0.0,85.0,"[{'iso_639_1': 'sv', 'name': 'svenska'}]",Released,,Simple Simon,False,7.6,36.0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]",,24461,tt0348505,en,Asylum,"A woman becomes very curious about one of her psychiatrist husband's inmates, a man who was found guilty in the murder and disfigurement of his former wife.",2.721316,/t1JnFsl8dwBxPaf3hh7rSJAv943.jpg,"[{'name': 'Paramount Classics', 'id': 2315}, {'name': 'Seven Arts Pictures', 'id': 14159}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'IE', 'name': 'Ireland'}]",2005-09-09,0.0,99.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Passion. Possession.,Asylum,False,6.5,26.0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]",,325138,tt3495030,hi,Dum Laga Ke Haisha,"Prem Prakash Tiwari (Ayushmann Khurrana) listening to Kumar Sanu is the film's opening shot. Set in Haridwar, 1990s, the film captures the nascent feel of the town. Prem owns a cassette shop in the local market. His father is keen to get him hitched and the family goes to a local temple to meet Sandhya (Bhumi Pednekar). B.Ed, waiting for a teaching job, the most visible thing about her is her weight. Coming from a patriarchal cognitive set-up, she doesn't fit the quintessential idea of beautiful. And still, the school drop out Prem must marry her because he is incapable of attaining a girl with 'Juhi-Chawla-level-of-looks.' In an elaborate community-wedding ceremony, Prem and Sandhya get married. Their wedding night is uncomfortable with neither treading towards establishing conjugal relations. Prem has in his own reasons and the girl is naturally shy. Next morning on a call, she announces it to a friend and the whole family finds out",2.721314,/gQxaI3tzlivclGOSMBkOE6yoTor.jpg,"[{'name': 'Yash Raj Films', 'id': 1569}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",2015-02-27,0.0,110.0,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,A marriage is arranged between a slim guy and an over-weight girl.,Dum Laga Ke Haisha,False,7.1,28.0
False,,190000,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",,13561,tt0878695,en,Murder Party,"A random invitation to a Halloween party leads a man into the hands of a rogue collective intent on murdering him for the sake of their art, sparking a bloodbath of mishap, mayhem and hilarity",2.72115,/gJmMvnYAVjEg9biqdSe5gKAfsAI.jpg,"[{'name': 'The Lab Of Madness', 'id': 2772}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-01-01,0.0,79.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Murder Party,False,5.8,40.0
False,,1000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",,33555,tt1522835,en,Sherlock Holmes,Sherlock Holmes and Watson are on the trail of a criminal and scientific mastermind who seems to control monsters and creations which defy belief.,2.719197,/yVeRjNrFPNHkjV200Ncmldd6p6p.jpg,"[{'name': 'The Asylum', 'id': 1311}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-01-26,0.0,89.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,The world's greatest detective has finally met his match.,Sherlock Holmes,False,5.5,41.0
False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",,9911,tt0758771,en,Outlaw,A group of people who feel betrayed by their government and let down by their police force form a modern-day outlaw posse in order to right what they see as the wrongs of society.,2.719018,/ms7njFV3gk0cLyP5KpTUp8AkWq4.jpg,"[{'name': 'Ingenious Film Partners', 'id': 289}, {'name': 'Vertigo Films', 'id': 10393}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2007-03-09,0.0,103.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,There will be no excuses. The guilty will be punished. No one is above OUTLAW.,Outlaw,False,5.2,47.0
False,,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}]",,401222,tt2278870,en,ISRA 88,When a scientist and a pilot volunteer for a high profile space mission they are told their goal will be to do what no one has ever done before to find the end of the universe. After 13 years in space the ship crashes through the end of the known universe and into the unknown......,2.718862,/fpqjKTN516VfchjH5HzWiMuGnHC.jpg,"[{'name': 'Eenie Ienie Over Productions', 'id': 77854}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-08-08,0.0,119.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Their mission was to reach the edge of the universe... what they found was beyond imagination.,ISRA 88,False,5.0,13.0
False,"{'id': 161766, 'name': 'Gamera Films', 'poster_path': '/oqZJgOoXjUcS9alAkzYzq9sCIfG.jpg', 'backdrop_path': '/8vNDD5NXSHhMEVJO4ItELGkZPNp.jpg'}",0,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",,21930,tt0059080,ja,大怪獣ガメラ,"A nuclear explosion in the far north unleashes Gamera, the legendary flying turtle, from his sleep under the ice. In his search for energy, Gamera wreaks havoc over the entire world, and it's up to the scientists, assisted by a young boy with a strange sympathic link to the monster, to put a stop to Gamera's rampage.",2.718759,/u2nORn1lNcCAoZC27k4bvs2Jchq.jpg,"[{'name': 'Daiei Motion Picture Company', 'id': 3214}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",1965-11-27,0.0,80.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Gamera,False,5.5,23.0
False,,0,"[{'id': 99, 'name': 'Documentary'}]",,39440,tt1566648,en,Waiting for 'Superman',"Gripping, heartbreaking, and ultimately hopeful, Waiting for Superman is an impassioned indictment of the American school system from An Inconvenient Truth director Davis Guggenheim.",2.718721,/8UOlV1woQn22cm6MaY2b6G51HRd.jpg,"[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-09-24,0.0,102.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"The fate of our country won't be decided on a battlefield, it will be determined in a classroom.",Waiting for 'Superman',False,6.9,45.0
False,,0,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]",,98857,tt2115386,en,Scrat's Continental Crack-Up: Part 2,This short film continues the adventures of the title character as he tries to retrieve his elusive acorn.,2.718478,/ifAt0muHE3b7uz1HntPMgO1wFKm.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Blue Sky Studios', 'id': 9383}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2011-11-16,0.0,3.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Scrat's Continental Crack-Up: Part 2,False,6.7,25.0
False,,0,"[{'id': 35, 'name': 'Comedy'}]",,53412,tt0005812,en,A Night in the Show,"Mr. Pest tries several theatre seats before winding up in front in a fight with the conductor. He is thrown out. In the lobby he pushes a fat lady into a fountain and returns to sit down by Edna. Mr. Rowdy, in the gallery, pours beer down on Mr. Pest and Edna. He attacks patrons, a harem dancer, the singers Dot and Dash, and a fire-eater.",2.718023,/zk7qkyCNxzzJIxkJq3qIoi3ciUf.jpg,"[{'name': 'The Essanay Film Manufacturing Company', 'id': 5109}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1915-11-20,0.0,25.0,[],Released,,A Night in the Show,False,6.2,13.0
False,,10,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,1963,tt0456470,ko,활,"On a fishing boat at sea, a 60-year old man has been raising a girl since she was a child. It is agreed that they will get married on her 17th birthday. They live a quiet and secluded life, renting the boat to day fishermen and practicing strange divination rites. Their life changes when a teenage student comes aboard.",2.717261,/mnoFoGy8qnpSDQtQSVTjTR1jPVS.jpg,"[{'name': 'Kim Ki-Duk Film', 'id': 684}, {'name': 'Happinet Pictures', 'id': 822}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}, {'iso_3166_1': 'JP', 'name': 'Japan'}]",2005-05-12,0.0,89.0,"[{'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,,The Bow,False,6.7,49.0
False,,4200000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",http://www.memorialdayfilm.com/,105945,tt1694118,en,Memorial Day,"Memorial Day, 1993. When 13-year-old Kyle Vogel discovers the World War II footlocker belonging to his grandfather, Bud, everyone tells Kyle to put it back. Luckily, he ignores them. Although Bud has never talked about the war, he finds himself striking a deal with his grandson: Kyle can pick any three souvenirs, and Bud will tell him the stories behind each one. Memorial Day not only takes us on a journey into Bud's complicated wartime past, but also into Kyle's wartime future. As the two men share parallel experiences in combat, they come to realize how that magical day on the porch shaped both of their lives. ",2.715787,/4eRiRft3FruMU07ZdxLNnvAk8Gc.jpg,"[{'name': '185 Trax', 'id': 22036}, {'name': '7th Sense Films', 'id': 22037}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2011-06-06,0.0,108.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Two Generations. Two Wars. One Story,Memorial Day,False,5.8,20.0
False,,10000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,41823,tt0100168,en,Mo' Better Blues,"Opens with Bleek as a child learning to play the trumpet, his friends want him to come out and play but mother insists he finish his lessons. Bleek grows into adulthood and forms his own band - The Bleek Gilliam Quartet. The story of Bleek's and Shadow's friendly rivalry on stage which spills into their professional relationship and threatens to tear apart the quartet.",2.715137,/eF6mhJfx3CAHXcbbLKt8Knj0YSL.jpg,"[{'name': 'Universal Pictures', 'id': 33}, {'name': '40 Acres & A Mule Filmworks', 'id': 4319}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1990-08-03,16153593.0,129.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Mo' Better Blues,False,6.3,48.0
False,,0,"[{'id': 18, 'name': 'Drama'}]",,62321,tt1691323,el,Attenberg,"Marina, 23, is growing up with her architect father in a prototype factory town by the sea. Finding the human species strange and repellent, she keeps her distance. Instead she chooses to observe it through the songs of Suicide, the mammal documentaries of Sir David Attenborough, and the sexual-education lessons she receives from her only friend, Bella. A stranger comes to town and challenges her to a foosball duel, on her own table. Her father meanwhile ritualistically prepares for his exit from the 20th century, which he considers to be ""overrated."" Caught between the two men and her collaborator, Bella, Marina investigates the wondrous mystery of the human fauna.",2.7151,/av37of9zTyiRbZcsnehWrhEptS7.jpg,"[{'name': 'MEDIA Programme of the European Union', 'id': 851}, {'name': 'Greek Film Center', 'id': 7254}, {'name': 'Boo Productions', 'id': 15113}, {'name': 'Faliro House Productions', 'id': 19246}, {'name': 'Haos Film', 'id': 46563}, {'name': 'Stefi S.A.', 'id': 76880}]","[{'iso_3166_1': 'GR', 'name': 'Greece'}]",2010-09-14,0.0,95.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'el', 'name': 'ελληνικά'}]",Released,,Attenberg,False,5.9,33.0
